level,type,category,sq,pl,es,img,note
A1,word,familia,fjala306,pl_słowo306,palabra306,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala307,pl_słowo307,palabra307,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala308,pl_słowo308,palabra308,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala309,pl_słowo309,palabra309,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala310,pl_słowo310,palabra310,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 311,Przykładowe zdanie 311,Frase de ejemplo 311,,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 312,Przykładowe zdanie 312,Frase de ejemplo 312,,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 313,Przykładowe zdanie 313,Frase de ejemplo 313,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala314,pl_słowo314,palabra314,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 315,Przykładowe zdanie 315,Frase de ejemplo 315,,PLACEHOLDER: revisar y reemplazar
A1,phrase,compras,Fraza e testit 316,Przykładowe zdanie 316,Frase de ejemplo 316,,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 317,Przykładowe zdanie 317,Frase de ejemplo 317,,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala318,pl_słowo318,palabra318,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,colores,Fraza e testit 319,Przykładowe zdanie 319,Frase de ejemplo 319,,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 320,Przykładowe zdanie 320,Frase de ejemplo 320,,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala321,pl_słowo321,palabra321,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala322,pl_słowo322,palabra322,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala323,pl_słowo323,palabra323,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 324,Przykładowe zdanie 324,Frase de ejemplo 324,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala325,pl_słowo325,palabra325,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 326,Przykładowe zdanie 326,Frase de ejemplo 326,,PLACEHOLDER: revisar y reemplazar
A1,phrase,cuerpo,Fraza e testit 327,Przykładowe zdanie 327,Frase de ejemplo 327,,PLACEHOLDER: revisar y reemplazar
A1,phrase,cuerpo,Fraza e testit 328,Przykładowe zdanie 328,Frase de ejemplo 328,,PLACEHOLDER: revisar y reemplazar
A1,phrase,viaje,Fraza e testit 329,Przykładowe zdanie 329,Frase de ejemplo 329,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala330,pl_słowo330,palabra330,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 331,Przykładowe zdanie 331,Frase de ejemplo 331,,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 332,Przykładowe zdanie 332,Frase de ejemplo 332,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala333,pl_słowo333,palabra333,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala334,pl_słowo334,palabra334,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala335,pl_słowo335,palabra335,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala336,pl_słowo336,palabra336,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala337,pl_słowo337,palabra337,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala338,pl_słowo338,palabra338,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala339,pl_słowo339,palabra339,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala340,pl_słowo340,palabra340,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala341,pl_słowo341,palabra341,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala342,pl_słowo342,palabra342,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala343,pl_słowo343,palabra343,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,colores,Fraza e testit 344,Przykładowe zdanie 344,Frase de ejemplo 344,,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 345,Przykładowe zdanie 345,Frase de ejemplo 345,,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala346,pl_słowo346,palabra346,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala347,pl_słowo347,palabra347,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,hogar,Fraza e testit 348,Przykładowe zdanie 348,Frase de ejemplo 348,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala349,pl_słowo349,palabra349,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala350,pl_słowo350,palabra350,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 351,Przykładowe zdanie 351,Frase de ejemplo 351,,PLACEHOLDER: revisar y reemplazar
A1,phrase,compras,Fraza e testit 352,Przykładowe zdanie 352,Frase de ejemplo 352,,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala353,pl_słowo353,palabra353,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala354,pl_słowo354,palabra354,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala355,pl_słowo355,palabra355,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 356,Przykładowe zdanie 356,Frase de ejemplo 356,,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala357,pl_słowo357,palabra357,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,comida,Fraza e testit 358,Przykładowe zdanie 358,Frase de ejemplo 358,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala359,pl_słowo359,palabra359,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala360,pl_słowo360,palabra360,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala361,pl_słowo361,palabra361,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,compras,Fraza e testit 362,Przykładowe zdanie 362,Frase de ejemplo 362,,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala363,pl_słowo363,palabra363,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 364,Przykładowe zdanie 364,Frase de ejemplo 364,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala365,pl_słowo365,palabra365,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,hogar,Fraza e testit 366,Przykładowe zdanie 366,Frase de ejemplo 366,,PLACEHOLDER: revisar y reemplazar
A1,phrase,hogar,Fraza e testit 367,Przykładowe zdanie 367,Frase de ejemplo 367,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala368,pl_słowo368,palabra368,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala369,pl_słowo369,palabra369,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala370,pl_słowo370,palabra370,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala371,pl_słowo371,palabra371,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,cuerpo,Fraza e testit 372,Przykładowe zdanie 372,Frase de ejemplo 372,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala373,pl_słowo373,palabra373,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala374,pl_słowo374,palabra374,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala375,pl_słowo375,palabra375,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,compras,Fraza e testit 376,Przykładowe zdanie 376,Frase de ejemplo 376,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala377,pl_słowo377,palabra377,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala378,pl_słowo378,palabra378,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala379,pl_słowo379,palabra379,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala380,pl_słowo380,palabra380,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala381,pl_słowo381,palabra381,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala382,pl_słowo382,palabra382,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala383,pl_słowo383,palabra383,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala384,pl_słowo384,palabra384,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala385,pl_słowo385,palabra385,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala386,pl_słowo386,palabra386,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,viaje,fjala387,pl_słowo387,palabra387,img/travel.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 388,Przykładowe zdanie 388,Frase de ejemplo 388,,PLACEHOLDER: revisar y reemplazar
A1,phrase,hogar,Fraza e testit 389,Przykładowe zdanie 389,Frase de ejemplo 389,,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala390,pl_słowo390,palabra390,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 391,Przykładowe zdanie 391,Frase de ejemplo 391,,PLACEHOLDER: revisar y reemplazar
A1,phrase,comida,Fraza e testit 392,Przykładowe zdanie 392,Frase de ejemplo 392,,PLACEHOLDER: revisar y reemplazar
A1,phrase,colores,Fraza e testit 393,Przykładowe zdanie 393,Frase de ejemplo 393,,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala394,pl_słowo394,palabra394,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala395,pl_słowo395,palabra395,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala396,pl_słowo396,palabra396,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 397,Przykładowe zdanie 397,Frase de ejemplo 397,,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala398,pl_słowo398,palabra398,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala399,pl_słowo399,palabra399,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala400,pl_słowo400,palabra400,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 401,Przykładowe zdanie 401,Frase de ejemplo 401,,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala402,pl_słowo402,palabra402,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala403,pl_słowo403,palabra403,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,comida,fjala404,pl_słowo404,palabra404,img/food.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala405,pl_słowo405,palabra405,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala406,pl_słowo406,palabra406,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala407,pl_słowo407,palabra407,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,hogar,Fraza e testit 408,Przykładowe zdanie 408,Frase de ejemplo 408,,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala409,pl_słowo409,palabra409,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala410,pl_słowo410,palabra410,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 411,Przykładowe zdanie 411,Frase de ejemplo 411,,PLACEHOLDER: revisar y reemplazar
A1,word,trabajo,fjala412,pl_słowo412,palabra412,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,viaje,fjala413,pl_słowo413,palabra413,img/travel.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala414,pl_słowo414,palabra414,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala415,pl_słowo415,palabra415,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,viaje,Fraza e testit 416,Przykładowe zdanie 416,Frase de ejemplo 416,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala417,pl_słowo417,palabra417,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala418,pl_słowo418,palabra418,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 419,Przykładowe zdanie 419,Frase de ejemplo 419,,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala420,pl_słowo420,palabra420,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala421,pl_słowo421,palabra421,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala422,pl_słowo422,palabra422,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala423,pl_słowo423,palabra423,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala424,pl_słowo424,palabra424,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala425,pl_słowo425,palabra425,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,números,Fraza e testit 426,Przykładowe zdanie 426,Frase de ejemplo 426,,PLACEHOLDER: revisar y reemplazar
A1,word,comida,fjala427,pl_słowo427,palabra427,img/food.png,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala428,pl_słowo428,palabra428,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,trabajo,Fraza e testit 429,Przykładowe zdanie 429,Frase de ejemplo 429,,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala430,pl_słowo430,palabra430,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,comida,fjala431,pl_słowo431,palabra431,img/food.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala432,pl_słowo432,palabra432,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala433,pl_słowo433,palabra433,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 434,Przykładowe zdanie 434,Frase de ejemplo 434,,PLACEHOLDER: revisar y reemplazar
A1,phrase,cuerpo,Fraza e testit 435,Przykładowe zdanie 435,Frase de ejemplo 435,,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 436,Przykładowe zdanie 436,Frase de ejemplo 436,,PLACEHOLDER: revisar y reemplazar
A1,phrase,colores,Fraza e testit 437,Przykładowe zdanie 437,Frase de ejemplo 437,,PLACEHOLDER: revisar y reemplazar
A1,phrase,cuerpo,Fraza e testit 438,Przykładowe zdanie 438,Frase de ejemplo 438,,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala439,pl_słowo439,palabra439,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala440,pl_słowo440,palabra440,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala441,pl_słowo441,palabra441,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,compras,Fraza e testit 442,Przykładowe zdanie 442,Frase de ejemplo 442,,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala443,pl_słowo443,palabra443,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 444,Przykładowe zdanie 444,Frase de ejemplo 444,,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala445,pl_słowo445,palabra445,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala446,pl_słowo446,palabra446,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,comida,fjala447,pl_słowo447,palabra447,img/food.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala448,pl_słowo448,palabra448,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,colores,Fraza e testit 449,Przykładowe zdanie 449,Frase de ejemplo 449,,PLACEHOLDER: revisar y reemplazar
A1,word,viaje,fjala450,pl_słowo450,palabra450,img/travel.png,PLACEHOLDER: revisar y reemplazar
A1,word,números,fjala451,pl_słowo451,palabra451,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,colores,fjala452,pl_słowo452,palabra452,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,tiempo,Fraza e testit 453,Przykładowe zdanie 453,Frase de ejemplo 453,,PLACEHOLDER: revisar y reemplazar
A1,word,cuerpo,fjala454,pl_słowo454,palabra454,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 455,Przykładowe zdanie 455,Frase de ejemplo 455,,PLACEHOLDER: revisar y reemplazar
A1,word,comida,fjala456,pl_słowo456,palabra456,img/food.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala457,pl_słowo457,palabra457,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala458,pl_słowo458,palabra458,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,phrase,familia,Fraza e testit 459,Przykładowe zdanie 459,Frase de ejemplo 459,,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala460,pl_słowo460,palabra460,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala461,pl_słowo461,palabra461,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,familia,fjala462,pl_słowo462,palabra462,img/people.png,PLACEHOLDER: revisar y reemplazar
A1,word,tiempo,fjala463,pl_słowo463,palabra463,img/study.png,PLACEHOLDER: revisar y reemplazar
A1,word,hogar,fjala464,pl_słowo464,palabra464,img/house.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala465,pl_słowo465,palabra465,img/market.png,PLACEHOLDER: revisar y reemplazar
A1,word,compras,fjala466,pl_słowo466,palabra466,img/market.png,PLACEHOLDER: revisar y reemplazar
